VIABILITY_TARGET_HOMING,FEMALE_FERTILITY_TARGET_HOMING,Y_SHREDDER,DENSITY,ISLAND_SIDE_LENGTH,INTERACTION_DISTANCE_SIGMA,AVG_DISPERSAL,MONTHLY_SURVIVAL_RATE,LITTER_SIZE,ITINERANT_FREQ,ITINERANT_DISPERSAL_MULTIPLIER,RELEASE_PERCENTAGE,DRIVE_FITNESS,DRIVE_EFFICIENCY,RESISTANCE_RATE,R1_RATE,Equilibrium pop size,End drive freq,End resistance freq,Minimum pop size,End pop,Suppression rate,Gen Suppressed,Composite Value,Composite Value SE
FALSE,TRUE,FALSE,1115.091205,3.648735046,81.63315535,37.04028246,0.859987897,3.473736703,0.120885506,2.710176468,0.185998567,0.931696445,0.755610108,0,0,14524.015,0,0,0,0,1,254.45,0.4911,0.013909084
FALSE,TRUE,FALSE,857.4874699,2.272688866,59.68763232,318.3484256,0.885548022,7.879698277,0.2872127,1.478171587,0.041894308,0.831038147,0.755920529,0,0,4596.33,0.008074549,0,3481.6,4040.75,0,0,-0.75760234,0.002788511
FALSE,TRUE,FALSE,967.5,2.026,27.145,630.9625,0.751375,7.583,0.05375,3.022,0.470845,0.78425,0.75625,0,0,4120.055,0,0,3832.75,4106.65,0,0,-0.930293625,0.002694473
FALSE,TRUE,FALSE,839.3929899,3.598522425,98.18493307,585.0136817,0.807027225,4.581572533,0.440773368,1.516263485,0.183727545,0.866931528,0.756566882,0,0,10720.715,0.1828446,0,54.5,248.25,0.8,292.875,0.326304572,0.064118519
FALSE,TRUE,FALSE,1335.5,3.658,76.465,834.7375,0.877375,4.109,0.20925,3.142,0.310615,0.88725,0.75675,0.01345,0.01675,17759.72,0,0.92113595,17300.3,17723.8,0,0,-0.974144903,0.001351757
FALSE,TRUE,FALSE,1067.8855,4.46975,49.467745,153.5678875,0.860079625,6.907817,0.13618175,2.707942,0.244155565,0.87893575,0.75692575,0.09755645,0.00738343,21817.485,0.020215624,0.104071415,20751.15,21812.8,0,0,-0.951124177,0.002256127
FALSE,TRUE,FALSE,1356.5,4.79,52.885,435.9625,0.790125,2.369,0.04925,3.638,0.333155,0.89025,0.75725,0,0,31080.615,0,0,0,0,1,174.3,0.6514,0.019459053
FALSE,TRUE,FALSE,830.4595,2.859666,26.936425,508.7779375,0.861402125,2.675009,0.45957875,4.273794,0.237385235,0.99592475,0.75730325,0.06988455,0.01713237,6794.18,0.003304144,0.9966958,4970.65,6772.2,0,0,-0.731631491,0.010232729
FALSE,TRUE,FALSE,615.4024228,2.257175207,98.69897306,202.433303,0.845530418,6.76953125,0.412043571,2.97044158,0.182840142,0.919693977,0.757558703,0,0,2994.16,0.91451585,0,1930.45,2540.05,0,0,-0.644800614,0.011881834
FALSE,TRUE,FALSE,756.5,1.842,50.545,609.5125,0.883625,7.271,0.30475,3.622,0.256715,0.80725,0.75775,0.06445,0.01659,2624.4,0,0.020466694,1971.55,2437.45,0,0,-0.751361466,0.003445203
FALSE,TRUE,FALSE,1267.1595,4.644786,28.168795,292.3337875,0.772122625,2.757461,0.32381625,1.837302,0.484992035,0.83279725,0.75781675,0.08256295,0.00660621,27321.54,6.41E-05,0.32101515,22599,27330.8,0,0,-0.827152145,0.001751721
FALSE,TRUE,FALSE,1449.52774,4.732247114,60.37937939,666.1064625,0.902299938,2.26962781,0.353034556,1.837645948,0.334413792,0.972010553,0.758010983,0,0,32430.075,0.91638105,0,5332.15,6916.7,0,0,-0.164415433,0.003071786
FALSE,TRUE,FALSE,1068.7455,4.96987,72.198775,367.5638125,0.761696875,2.556407,0.45956225,1.13049,0.180795135,0.92321575,0.75803975,0.03989995,0.00685993,26244.585,0,0.978124,6912.65,26206.1,0,0,-0.26341262,0.010112741
FALSE,TRUE,FALSE,880.5,3.51,83.665,35.2375,0.763875,7.097,0.49825,4.39,0.328745,0.77625,0.75825,0,0,10218.185,0.04304895,0,8.15,73.55,0.95,174.4210526,0.617804707,0.04820919
FALSE,TRUE,FALSE,1003.92735,3.861032009,74.31121826,363.3973263,0.805252102,3.004474938,0.4295156,4.508323193,0.073438163,0.86204955,0.758288085,0,0,14821.66,0,0,0,0,1,131.2,0.7376,0.01105641
FALSE,TRUE,FALSE,1151.3835,4.777198,22.329505,839.7728875,0.733082875,5.933921,0.29890675,2.618978,0.162260885,0.91649725,0.75841975,0.00728805,0.00206203,26720.74,0,0.89211845,15097.45,24055.8,0.1,107,-0.486556482,0.099966826
