HOMOZYGOTE_EMBRYO_NONVIABLE,RECESSIVE_FEMALE_STERILE,Y_SHREDDER,INDS_PER_KM_SQUARE,SIM_SIDE_LENGTH,COMPETITION_DISTANCE,AVG_DISPERSAL,PER_TIME_STEP_SURVIVAL_RATE,LITTER_SIZE,ITINERANT_FREQ,ITINERANT_DISPERSAL_MULTIPLYER,RELEASE_PERCENTAGE,DRIVE_FITNESS,DRIVE_CONVERSION_RATE,RESISTANCE_RATE,R1_OCCURRENCE_RATE,Equilibrium pop size,End drive freq,End resistance freq,Minimum pop size,End pop,Suppression rate,Gen Suppressed,GP rating (1-(min(time_suppression ; 500)/500),GP rating alternative (GP_rating - min_pop/equilib_pop_size),GP rating SE,GP alt SE
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.83,0.78,0.01,0.001,4250.715,0,0.000304122,4133.7,4259.3,0,0,0,-0.972492842,0,0.001839722
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.84,0.78,0.01,0.001,4253.245,0,0.000762206,4124.9,4248.35,0,0,0,-0.96989886,0,0.002809279
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.85,0.78,0.01,0.001,4253.555,0,0.001632133,4119.4,4252.15,0,0,0,-0.96851506,0,0.001948081
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.86,0.78,0.01,0.001,4260.185,0,0.000409141,4113.35,4251.7,0,0,0,-0.965563781,0,0.001645662
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.87,0.78,0.01,0.001,4255.155,0,0.001406434,4101.3,4259.5,0,0,0,-0.963872344,0,0.002042161
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.88,0.78,0.01,0.001,4242.74,0.00251116,0.003524983,4096.5,4252.6,0,0,0,-0.965560861,0,0.00203064
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.89,0.78,0.01,0.001,4260.805,0.192853435,0.115929939,4064.35,4325.5,0,0,0,-0.953930538,0,0.002134301
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.9,0.78,0.01,0.001,4253.5,0.178441761,0.4192404,4083.55,4386.9,0,0,0,-0.960078855,0,0.001638598
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.91,0.78,0.01,0.001,4238.46,0.313518386,0.4025645,4069.3,4563.5,0,0,0,-0.960129904,0,0.004457497
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.92,0.78,0.01,0.001,4251.015,0.265055031,0.581684565,3899.1,4504.65,0,0,0,-0.91712049,0,0.016545843
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.93,0.78,0.01,0.001,4256.325,0.231679767,0.694341095,3870.5,4353.15,0,0,0,-0.909334982,0,0.01646033
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.94,0.78,0.01,0.001,4245.43,0.286336625,0.65154955,3523.65,4333.95,0,0,0,-0.83014262,0,0.027344879
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.95,0.78,0.01,0.001,4256.7,0.4777827,0.456710395,3344.4,4174.25,0,0,0,-0.785791176,0,0.018308579
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.96,0.78,0.01,0.001,4263.415,0.18269609,0.78773325,3421.75,4198.9,0,0,0,-0.802896181,0,0.022270066
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.97,0.78,0.01,0.001,4254.23,0.578013725,0.3615843,3393,4053.35,0,0,0,-0.797484615,0,0.020992289
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.98,0.78,0.01,0.001,4256.49,0.391723281,0.574498455,3505.45,4235.85,0,0,0,-0.823568039,0,0.019406354
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.99,0.78,0.01,0.001,4250.765,0.41054135,0.55386868,3617.25,4210.7,0,0,0,-0.85107102,0,0.016598392
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,1,0.78,0.01,0.001,4252.335,0.40175609,0.5685543,3852.15,4318.75,0,0,0,-0.906000445,0,0.015927936
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.75,0.79,0.01,0.001,4243.365,0,0.000264052,4159.8,4262.15,0,0,0,-0.980340831,0,0.002049777
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.76,0.79,0.01,0.001,4251.195,0,0.000193936,4157.85,4244.55,0,0,0,-0.978075805,0,0.002248407
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.77,0.79,0.01,0.001,4255.935,0,0.000336212,4147.35,4221.95,0,0,0,-0.974505762,0,0.001749906
